[2026-09-08 14:47:16] Pixsel__Eymen | olu gruptan nıye cıktın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:03:35] faksbunny | yok yok alınmadı diyodu aldım ama gelmedi neden se | enyakin=site-paket puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 21:04:28] benbenimsensen | neden verdin ki | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:04:36] benbenimsensen | samimiyetime mi güvendin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:04:48] maceswap | kaç tane var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:05:07] Eggyproc2 | nasi atacak | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:05:24] maceswap | ne kadar | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:05:28] benbenimsensen | ne kadara alırsın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:06:05] Haliko | kaç Sökmen var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:06:33] hsyn35 | kutay nasıl kabul etcem | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:06:47] Eggyproc2 | nasi atacak.m | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:08:18] benbenimsensen | izledin mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:08:27] Eggyproc2 | nasi yapacak | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:09:11] kerem | nereye gittin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:13:11] Eggyproc2 | nasil hangi komut | enyakin=menu puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 21:13:27] prolaysgamer | Kısaltma? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:14:28] zazurt | beyler event kasasini nasil acicaz | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 21:14:40] AyiBogan064 | buldun mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:16:47] Eggyproc2 | ya neden satmıyor | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:18:23] Hello4555 | çalındı alkışlar? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:18:32] zazurt | rehber event kasasini nasil acicaz | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 21:20:46] benbenimsensen | yedin mi hiç samandağ biberi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:21:04] benbenimsensen | yedin mi hiç samandağ biberi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:25:47] Eggyproc2 | madden mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:29:29] Ermenkesen61 | rehber kim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:31:00] Ermenkesen61 | aç olan mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:32:08] benbenimsensen | dost mu oldunuz ne oldu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:32:55] benbenimsensen | niye birleştiniz siz üçünüz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:34:04] Hello4555 | REHBER en sevdiği şarkı n? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:34:42] Hello4555 | rehber en sevdiğin Şarkı ne? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:35:07] Hello4555 | Rehber en sevdiğin şarkı ne? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:36:37] Hello4555 | Rehbercim en sevdiğin müziğin adı ne söylermisin canım? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:38:36] Hello4555 | Rehber En sevdiğin şarkı neé? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:42:54] Hello4555 | Nereye gittin? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:45:10] AyiBogan064 | elmas setli zencileri kim çekti | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:52:02] Clawwolf | abi attim kabul edermisin? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:52:41] Clawwolf | abi attim kabul edermisin? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:52:44] Clawwolf | abi attim kabul edermisin?? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:52:45] Clawwolf | abi attim kabul edermisin?? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:53:11] benbenimsensen | oradan elmas set aldım bir kişiye vereceğim kim ister | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:53:26] Hello4555 | rehber tp atabilirmiim? | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 21:53:26] renksiz01 | bu sunucu neden bu kadar kucuk | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:53:54] G0atsy | beyler bu smp de set home komudu var değil mi? | enyakin=ev-home puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 21:54:42] benbenimsensen | inandın mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 21:56:15] Hello4555 | Rehberim lütfen tp mi kabuledrmisin? | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 21:57:15] catrazeee | en hızlı para nasıl kasarım | enyakin=para-kazanma puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 21:57:35] catrazeee | kamış ne kadar veriyo | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:05:25] topalcoo | ne zaman cıkıcan, | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:07:10] catrazeee | ne kadar lazım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:07:22] maceswap | ne kadar varsa | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:07:29] catrazeee | ne kadara alıyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:07:33] Alkimo | tanesi kaçtan alıyosun | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:07:47] maceswap | ne kadar var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:13:21] Alkimo | en kolay para farmı nasıl | enyakin=para-kazanma puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:13:50] HASANXBABA | rehber sandıkların yanına hangi komutla gidicez | enyakin=menu puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:17:07] HASANXBABA | nasıl kasaların yanına giderim | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:17:27] kadoxpro35 | base yapim mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:18:41] Clawwolf | mace abi bana güvenin arttımı hiç? merak ettim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:20:41] HASANXBABA | tpa atıcak varmı? | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:21:27] eymzn | kac ıstıyonuz ors lazım bana | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:21:55] Alkimo | eymen ne kadar veriyosun | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:22:16] Alkimo | 10k olur mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:23:04] catrazeee | hacı hangi komutla satıyoduk | enyakin=menu puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:30:59] eymzn | nası silcem kankı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:31:29] eymzn | zamanı ne zaman dolcak ashgdfas | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:34:58] maceswap | ne kadar var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:35:40] Alkimo | yeni hesap nasıl açarım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:38:41] Omerpappa | kaç geriyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:39:53] PrimusLY | ne kadara satarsın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:42:44] catrazeee | sizce ne kadar kasarım | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:43:17] Haliko | knk olak mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:48:07] PrimusLY | halledebildin mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:49:59] 06erenw06 | nerdedir acaba | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:50:10] mimy_q | cherry biomunda olan varsa tp atabilir miyim? | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:50:36] adala7 | aktif rehber var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:50:54] adala7 | tpa gelmesini nasıl engelleyebilirim | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:51:06] Tachibana_Kanade | ortak olacak varmı ? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:52:45] mimy_q | karlı bölgeden çıkmak için birisine tp atabilir miyim??? | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:53:16] Tachibana_Kanade | Ortak olacak yok mu ya | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:53:28] mimy_q | ben mı eymen | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:53:56] Haliko | knk olak mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:54:19] Haliko | knk bı ara slime kasak olur mu | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:54:32] catrazeee | primus bu neth ler ne kadar merak ettim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:54:55] HASANXBABA | yukarıya nasıl çıkıcaz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:55:41] Haliko | calısma masaj var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 22:57:20] catrazeee | primus pazardan nasıl alışveriş yapcam sağ tıklıyom bişi olmuyo | enyakin=pazaryeri puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 22:59:11] catrazeee | hocam neth falan nerden alıncak | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:00:05] PrimusLY | 11. görev nedir | enyakin=gunluk-gorev puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 23:00:05] catrazeee | nasıl ya | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:01:23] samirsamir2323 | abi nasil yapyimm | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:03:39] mimy_q | nasıl ilana eşya koyuyoruz | enyakin=acik-artirma puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 23:07:40] Hyper | ada ne zaman gelcek | enyakin=gokyuzu-etkinlik puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 23:09:55] Tachibana_Kanade | ortak olacak varmı ? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:10:08] Arron1 | memati yalçınbulut olacak var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:14:13] Haliko | bataklıkta olan var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:15:24] Haliko | bataklıkta olan var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:15:26] Omerpappa | e post nasi ekleniyo | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:15:34] catrazeee | beyler elytra için ende gidip mi almamız lazım satanlar varmı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:15:35] Tachibana_Kanade | ateş direnci olan varmı ? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:15:48] Omerpappa | nasi para kaşığı uz | enyakin=para-kazanma puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 23:15:49] HASANXBABA | pvp atacak yer varmı? | enyakin=savas-etiketi puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 23:15:49] Kadir | ben burdan nası cıkcam ormandan pvp alanından | enyakin=orman-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 23:16:32] catrazeee | niye ahdan alıyolar | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:19:23] HASANXBABA | ben senin tuzak olmadığına nasıl güvenicem | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:19:35] catrazeee | beyler bataklık nerden bulurum | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:26:00] WorkedNine2143 | beyler 800 tele cebe indirdik zurna dürüm solicem yemek isteyn? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:26:12] oguzhan_MC_ | fur demir zırh yapmak için kaç demir gerekiyo bilen var mı? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:26:56] Tachibana_Kanade | ortak olacak ? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:27:15] oguzhan_MC_ | fur demir zırh için kaç demir lazım bilen var mı? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:27:51] Tachibana_Kanade | hasan sen hilemisin ? | enyakin=sikayet puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 23:28:04] HASANXBABA | niye vuramıyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:29:03] oguzhan_MC_ | 64 kılıktaş satsam işini gölür mü | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:29:38] HASANXBABA | nereye gittin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:34:03] WisdoM0 | kendi bölgemi nasıl belirliyorum yada var mı öle bişi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:37:24] oguzhan_MC_ | 41 kılık taş? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:38:44] Kyururuu | sende gelecen mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:40:03] oguzhan_MC_ | çevlirmiş mi çevlirmemiş mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:41:14] Alkimo | neden kestin? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:47:46] oguzhan_MC_ | elması olan var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:50:29] Tachibana_Kanade | ses gelecek varmı ? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:51:44] catrazeee | kim gidip slime arıcak ya | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:52:35] Tachibana_Kanade | team olmak icin tp attım ? | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 23:53:47] Tachibana_Kanade | catrazeee neden | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:54:36] Tachibana_Kanade | catrazeee beraber kasılalım mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-21 23:55:58] catrazeee | 5 ANTİK KALINTIYLA neden bilmediğin adama tp atıyon aw | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-21 23:56:16] Kyururuu | ben kalıntı mı almısım ben dur bi bakim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:06:32] catrazeee | niye evladım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:11:06] Alkimo | rehber online var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:12:46] akcadagg | biri gelirse diye mi | enyakin=para-kazanma puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 00:13:11] Tachibana_Kanade | homeyi nasıl siliyoruz | enyakin=ev-home puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 00:16:07] Alkimo | spawnda kütüphane var mı | enyakin=spawn-warp puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 00:18:45] Tachibana_Kanade | bu sw neden aktiflik yok la | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:19:59] akcadagg | gencolar bi kisiye basenin koordinatları vericem kim ister? ücretsiz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:21:50] Hyper | hangi biom | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:26:08] akcadagg | shiftle durdum asagıda mı burda mı dogucan diye denedim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:36:08] akcadagg | gittin mi catrazeee | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:40:21] Kyururuu | yay benim olsun mu .d | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:45:01] akcadagg | nasıl abse | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:55:41] akcadagg | ne kadar lazım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:56:51] akcadagg | güvenmiyon mu cidden la ayıp | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 00:57:29] Kyururuu | pvp atak mı | enyakin=savas-etiketi puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 00:57:55] akcadagg | kaleyi niye kırıyosunuz olm | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:00:48] akcadagg | kıyamadın mı patlatıcılara | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:05:16] akcadagg | neden netherite set giymiyosun | enyakin=nether-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 01:05:31] Kyururuu | neden giyim? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:05:36] akcadagg | daha guclu degil mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:10:35] Kyururuu | ben sana mı geldim? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:11:59] catrazeee | nasıl ya | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:15:21] akcadagg | 3. basemi mi görmek istiyorsun | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:16:45] Kyururuu | catrazeee atıcan mı? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:16:52] catrazeee | pf ipeksi nerden alcam ya | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:17:36] Kyururuu | atıcan mı oan göre | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:20:33] catrazeee | mı evcil olmayan | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:29:55] akcadagg | kac tane lazım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:32:48] akcadagg | kabul etti mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:33:54] akcadagg | yatak mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:34:49] akcadagg | kaç tane verdi neth | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:39:41] xali1 | ametis ne kadar eder çokmu azmı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 01:40:01] xali1 | tm ne kadar ki bende gördüm ama almamıştım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:25:22] MertErturk_ | gencolar dünyada sp bulunuyor mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:48:11] xali1 | knk ben bu servede bida oynmacımda kim 50 elmas istiyor verim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:48:32] M_SPOWER2204 | mertle bolustur bizede niye oynamaktan | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:50:26] MertErturk_ | verebilcen mi bi 10 dk | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:50:45] MertErturk_ | kaç kuruş | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:50:52] M_SPOWER2204 | kaç kurus var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:51:07] M_SPOWER2204 | kaç elmasin var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:51:15] M_SPOWER2204 | kaç elmasin var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:52:31] MertErturk_ | kime vercen 30 | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:53:56] MertErturk_ | e nerde bascam ben bunu W:QE:QW:EQ | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:54:42] MertErturk_ | haci nerde bulam örsü ben madende :D | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:56:02] M_SPOWER2204 | ali bana neden vermion:( | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 04:57:38] xali1 | niye iptal edildi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 06:20:10] Hamsi6363 | bir farm yapak mi | enyakin=en-iyi-farm puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 06:24:55] Hamsi6363 | neden yakalıyor | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 06:29:02] Hamsi6363 | neden beni hiç bir team almiyo | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 06:32:05] Hamsi6363 | ben neden insan kiralayamiyom | enyakin=pazaryeri puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 06:32:25] M_SPOWER2204 | nasi kiralion olm insan kiralamami var | enyakin=pazaryeri puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 06:41:24] DR_TK187 | olm sadece siz mi varsınız | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 08:40:56] cavad306 | tp kime ata bilirim | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 11:25:24] cavad306 | kral esya istiyon mu yardimlik | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 11:25:44] cavad306 | esya vereyim mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 11:26:08] cavad306 | nelerin var? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 11:30:27] cavad306 | sende niye rehber yok apatharbi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 11:32:50] apathyharbi | hangisinden istion | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 11:33:43] apathyharbi | servetlimi ipeksilimi? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 11:33:49] cavad306 | hangisi iyi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 11:34:19] cavad306 | 90k varda olur mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 11:43:22] Pxt1xn | kimse var mı? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 11:50:03] Pxt1xn | sunucu genel olarak aktif mi saatten dolayı mı? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 11:59:36] Aransinh0 | team mi, | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 12:00:11] Pxt1xn | nasıl atıcam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 12:01:41] Pxt1xn | dc var mı? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 12:01:58] Pxt1xn | sv'de mi? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 12:02:06] Pxt1xn | nasıl açıcam? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 12:09:04] lonewolf | bu spm nin kurucusu kim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 13:20:20] Valentina186684 | hangi setler | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 13:37:41] OnlyVan | sunucu nasıl gidecek Valentina186684 | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 13:37:43] OnlyVan | sunucu nasıl gidecek Valentina186684 | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 13:38:12] OnlyVan | sunucu nasıl gidecek | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 13:39:26] OnlyVan | sunucu nasıl gidecekmiş | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 13:40:12] OnlyVan | spawnı mı | enyakin=spawn-warp puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 13:40:17] OnlyVan | ormanı mı | enyakin=orman-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 13:46:42] OnlyVan | bak bakalım ben ne kadar ciddiyim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:09:15] samirsamir2323 | arkdaslar benimle arkdas olmak isdiyen var mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:12:02] apathyharbi | kim 100k ister | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:12:14] Aransinh0 | sen mi atcan | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:28:26] doslble | su havda mızrak gıbı bırseyle nasıl ucuyoz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:38:35] Aransinh0 | base gezen var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:42:20] Aransinh0 | meşalen var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:42:44] Aransinh0 | team olak mı | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 14:43:42] Aransinh0 | kitaplık var mı sende | enyakin=buyu-masasi puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 14:44:17] Aransinh0 | nası bulcaz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:44:27] Aransinh0 | tahtan var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:46:01] catrazeee | nasıl iyimi bulurmuyum bu şekil | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:46:42] catrazeee | neden ya | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:51:07] samirsamir2323 | burda 9 tane bir seyi kiran buyu var mi | enyakin=buyu-masasi puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 14:52:59] Dlight | onarım satın alcak var mı | enyakin=site-kredi puan=2 sebep=SINYAL_ZAYIF
[2026-09-22 14:53:02] kamran2 | kim benle tak;l;r | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:53:20] Dlight | onarım alcak var mıı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:54:39] doslble | nıye attın tpa | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-22 14:54:48] Aransinh0 | kim attı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:56:41] Dlight | onarrım alcak var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 14:56:47] kamran2 | kesmersin dimi? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 15:01:16] Dlight | onarıma kac verirsin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 15:02:44] catrazeee | only van hocam elmasın eachı ne kadara satılır ahda | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 15:03:01] catrazeee | toplam 64 artı 34 elmas var ne kadara gider | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 15:03:37] Dlight | onarıma kac verirsin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-22 15:04:04] Dlight | kac verirsin tamir e | enyakin=- puan=0 sebep=ESLESME_YOK
