[2026-08-31 20:46:29] OYUN | OnlyVan: merhaba -> Merhaba! Knight Network'e hoş geldin. Sana nasıl yardımcı olabilirim? [CACHE]
[2026-09-22 15:07:08] OYUN | catrazeee: ah komutu ile satış yaparken 100bin nasıl yazabilirim fiyat olarak -> Açık artırmada satış yaparken fiyatı düz rakam olarak yazman yeterlidir. /ah sell 100000 yazarak 100 bin TL karşılığında satışa koyabilirsin. Nokta veya virgül kullanmadan rakamları yan yana yazmalısın.
[2026-09-22 15:14:32] OYUN | catrazeee: elmasın tanesi ahda kaç liraya satılır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. Açık artırma fiyatları tamamen oyuncuların arz ve talebine göre belirlenir, /ah komutunu kullanarak anlık fiyatları görebilirsin.
[2026-09-22 15:33:01] OYUN | AyiBogan064: sunucuda gece görüşü qçma var mı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 16:02:41] OYUN | KemalGeliyorum_: nasılsın -> Gayet iyiyim, teşekkürler! LivaMC'de sana nasıl yardımcı olabilirim?
[2026-09-22 16:03:08] OYUN | KemalGeliyorum_: bana 1000 para at -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 16:20:41] OYUN | mdoruk: onarım büyüsü var sence onu neye basayım -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 16:21:42] OYUN | mdoruk: örs nasıl yapılır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 16:43:09] OYUN | ChillDoor6022: soru ne soriyim -> Bana LivaMC sunucusuyla ilgili her şeyi sorabilirsin! Örneğin IP adresini, para kazanma yollarını, takımları, seviye sistemini, envanter korumayı veya kuralları öğrenebilirsin. Ne merak ediyorsun?
[2026-09-22 16:43:27] OYUN | ChillDoor6022: soru en kolay nasıl para kasarım -> Yeni başlayan biri için en kolay ve hızlı para kazanma yolları günlük görevler ve sipariş panosudur. Günlük görevler için /gunlukgorev komutunu kullanarak her gün belirlenen eşyaları satabilirsin. /order komutuyla açılan sipariş panosundaki talepleri karşılayarak da sermaye gerektirmeden hemen para kazanmaya başlayabilirsin.
[2026-09-22 16:48:02] OYUN | ChillDoor6022: soru sex yapabilirmiyim -> Küfür, hakaret, kişisel veri veya sunucu dışı konulara cevap veremiyorum. Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 17:52:34] OYUN | DR_TK187: şuan levelelim kaç -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 19:48:04] OYUN | zazurt: afk alani varmı -> Evet, afk alanı vardır! /ewarp afk komutunu kullanarak afk alanına ışınlanabilir ve orada durarak kristal kazanabilirsin.
[2026-09-22 19:49:30] OYUN | Eggyproc2: merhaba roblox bilir misin -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. Ben sadece LivaMC sunucusu hakkında sana yardımcı olabilirim.
[2026-09-22 21:24:12] OYUN | Mustafa19032: en hızlı elmas bulma yöntemi ne -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-22 21:26:18] OYUN | maceswap: takım nasıl oluşur -> Takım kurmak için /team create <isim> komutunu kullanabilirsin ve bu işlem 100.000 TL'ye mal olur. Alternatif olarak, /team invite ile sana gönderilen davetleri /team accept <takım> komutuyla kabul ederek mevcut bir takıma da katılabilirsin. Yeni başlıyorsan, önce oyuncularla tanışıp bir takıma davet istemen daha mantıklı olabilir!
[2026-09-22 22:32:16] OYUN | samirsamir2323: siparis gorevni nasil yapyim -> Sipariş panosunu açmak için /order komutunu kullanabilirsin. Orada diğer oyuncuların açtığı talepleri görürsün; istenen eşyaları toplayıp teslim ederek para kazanabilirsin. Bu işlem sermaye istemez, tamamen emeğinle yapılır. Teslim ettiğin anda vergi düşülmüş tutar anında hesabına yatar.
[2026-09-22 23:44:53] OYUN | Mustafa19032: günlük ödül nasıl aliniyo -> Günlük ödül almak için Discord hesabını oyun hesabınla eşlemen gerekir. Oyunda /hesapesle yazarak hesabını bağlayabilir ve her gün ödülünü alabilirsin.
[2026-09-23 00:21:54] OYUN | Ayazbabapiro1905: seni sikebilirmiyim -> Bu tarz ifadeler kullanman yasaktır. Lütfen kurallara uyalım ve sohbetimize oyun hakkında yardımla devam edelim.
[2026-09-23 00:22:06] OYUN | Ayazbabapiro1905: tamam aşkito -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-23 01:28:09] OYUN | Hyper: vahşi bölge nedir -> Vahşi Bölge, /warp menüsünden gidebileceğin warplardan biridir. Bu bölgede PvP açık olup yapı koruması bulunmamaktadır.
[2026-09-23 01:52:56] OYUN | JrCode4: kristal nasıl kazanılır -> Kristal, AFK alanında durarak kazanılır. /ewarp afk komutuyla bu alana gidebilirsin. Alanda kaldığın her dakika hesabına kristal yazılır; alandan çıkarsan sayaç sıfırlanır. Kazandığın miktar rütben yükseldikçe artar. [CACHE]
[2026-09-23 02:22:00] OYUN | JrCode4: yan hesap sınırı kaç? -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-23 02:22:13] OYUN | JrCode4: yan hesap -> Alt hesapla günlük görev yapmak yasaktır ve IP kilidi vardır. Ayrıca yasaklanan bir oyuncunun alternatif hesabı da sunucudan yasaklanır. Bu konuda daha fazla bilgi için /kurallar yazabilirsin.
[2026-09-23 03:26:13] OYUN | Rajan: claim var mı -> Hayır, LivaMC'de claim (arazi koruma) sistemi yoktur. Kurduğun hiçbir yapı otomatik korunmaz ve üssün basılabilir. Üssünü spawn'dan uzağa kurup saklaman gerekir.
[2026-09-23 03:26:32] OYUN | Rajan: ende nasıl gidilir -> End'e gitmek için /rtpend komutunu yazabilirsin, bu komut seni End dünyasında rastgele bir noktaya ışınlar. Ayrıca /warp menüsünden de End bölgesine ulaşabilirsin. End dünyasında PvP açık ve baskın serbesttir, dikkatli ol! [CACHE]
[2026-09-23 03:39:46] OYUN | EnesBoztepe: para nasıl kazanılır -> LivaMC'de para kazanmanın birkaç farklı yolu var. Günlük görevler için /gunlukgorev yazarak her gün verilen eşyaları toplayıp satabilirsin. Sipariş panosu için /order yazarak diğer oyuncuların taleplerini karşılayabilirsin. Ayrıca açık artırma (/ah) üzerinden eşya satabilir, sunucu mağazasını (/market) kullanabilir veya her gece 00:00'da seviyene göre yatan gece maaşını alabilirsin. Yeni başladıysan günlük görevler ve sipariş panosu en hızlı yollardır! [CACHE]
[2026-09-23 07:52:58] OYUN | brn09: amatis kasası anahtarı nerden alınır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-23 10:09:54] OYUN | Agonyy13: en kârlı farm hangisidir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-23 12:14:08] OYUN | mfa: /afk ile afk bırakırsam bir süre sonra otomatik afk zone ye ışınlanır mıyım -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. AFK alanına gitmek için /ewarp afk komutunu kullanabilirsin.
[2026-09-23 12:14:32] OYUN | mfa: /afk ile afk kalsam beni otomatik afk zoneye ışınlar mı -> Hayır, /afk komutu seni otomatik olarak AFK alana ışınlamaz, sadece isminin yanında AFK modunu açar. AFK alana gitmek için /ewarp afk komutunu kullanman gerekir.
[2026-09-23 13:23:02] OYUN | YUNUSPALUKU: para kasma -> LivaMC'de para kazanmak için günlük görevlerini /gunlukgorev ile yapabilir ve sipariş panosunu /order kullanarak diğer oyuncuların taleplerini karşılayabilirsin; ikisi de sermaye istemez ve en hızlı yoldur. Ayrıca /ah ile açık artırmada eşya satabilir, /market ile sunucu mağazasını kullanabilir ve gece 00:00'da seviyene göre yatan maaşını alabilirsin.
[2026-09-23 13:39:59] OYUN | ERENMETE: para nasıl kazancam -> Para kazanmak için en hızlı iki yol günlük görevler ve sipariş panosudur; ikisi de sermaye istemez. /gunlukgorev yazarak her gün belirlenen 3 eşyayı toplayıp satabilir, /order yazarak diğer oyuncuların açtığı siparişleri karşılayabilirsin. Ayrıca açık artırma (/ah) üzerinden eşya satabilir, /market ile sunucu mağazasına satış yapabilir veya her gece 00:00'da hazineden seviyene göre maaş alabilirsin.
[2026-09-23 16:53:55] OYUN | alal52: para nası kaznırımi -> Para kazanmak için günlük görevleri /gunlukgorev ile yapabilir ya da /order komutuyla sipariş panosundaki talepleri karşılayabilirsin; ikisi de sermaye istemez. Ayrıca açık artırma /ah ile eşya satabilir, /market ile sunucu mağazasını kullanabilir veya her gece 00:00'da seviyene göre dağıtılan maaşını alabilirsin.
[2026-09-23 16:54:28] OYUN | alal52: maas kac para -> Maaşın net bir tutarı yoktur, çünkü her gece 00:00'da hazinede biriken vergi miktarına ve senin seviyene göre hesaplanarak dağıtılır. Ne kadar çok seviyeli ve aktif olursan payın o kadar büyür. Maaş alabilmek için son 24 saatte en az 15 dakika aktif oynamış olman gerekir.
[2026-09-23 19:50:39] OYUN | MiavTalha332: nasılsın -> Gayet iyiyim, teşekkürler! LivaMC'de sana nasıl yardımcı olabilirim? [CACHE]
[2026-09-23 20:43:32] OYUN | eren8324: son güncellemde patchlenen şeyler buglar x ray koruması vs. -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-23 20:45:12] OYUN | eren8324: x ray patchelnd -> LivaMC sunucusunda X-Ray tamamen yasaktır ve kalıcı yasaklama sebebidir. Sunucumuzda hile ve yasak modlar kesinlikle affedilmez; tespit edildiğinde hesap kalıcı olarak uzaklaştırılır.
[2026-09-23 20:45:44] OYUN | eren8324: sunucuda x ray hilesi patchlendi mi -> LivaMC'de X-Ray gibi hileler tamamen yasaktır ve tespiti halinde kalıcı olarak yasaklanırsın. Bu konuda elimde ek teknik bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-23 21:30:26] OYUN | adala7: kelle teklifim olduğunu nasıl öğrenebilirim -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-23 21:59:15] OYUN | VortexAyaz: bu sunucuda herkesin alabileceği bir kit varmı? -> Evet, /kit komutu ile rütbene uygun olan kitleri alabilirsin. Her rütbenin kendi kiti bulunmaktadır.
[2026-09-23 22:04:09] OYUN | VortexAyaz: bu oyunda başlangıç kiti nasıl alınır -> Oyunda rütbene uygun kitleri almak için /kit komutunu kullanabilirsin. Komutu yazınca kit menüsü açılır ve oradan alabilirsin.
[2026-09-23 22:10:47] OYUN | MAL_8cj86y: diğer insanları nasıl bulabilirim -> Sunucuda diğer oyuncuları bulmak için /rtporman ile vahşi doğaya ışınlanabilir veya spawn bölgesinde dolaşabilirsin. Ayrıca /baltop komutuyla en zengin oyuncuları, /kristal top ile kristal sıralamasını görebilirsin. Takım kurmak veya arkadaş bulmak için Discord sunucumuza (discord.gg/livamc) katılabilirsin.
[2026-09-23 22:15:11] OYUN | ciro: soru -> LivaMC hakkında ne öğrenmek istiyorsun? /menu yazarak ana menüyü açabilir ya da sorunu bana yazarak yardım alabilirsin.
[2026-09-23 22:15:40] OYUN | ciro: soru sethome komudu neye yarar -> /sethome komutu, bulunduğun noktayı ev olarak kaydetmene yarar. Kaydettiğin bu eve daha sonra /ev komutuyla kolayca geri dönebilirsin. Ev hakkı rütbene göre 1 ile 10 arasında değişir.
[2026-09-23 22:33:10] OYUN | SmallTree615593: anahtar nasıl kazanılır -> Kasa anahtarı kazanmanın üç yolu var: her saat başı sunucudakilere ücretsiz dağıtılır, mağazanın kristal bölümünden kristal ile alınabilir veya sunucuya oy vererek oy kasası anahtarı kazanabilirsin.
[2026-09-23 22:34:10] OYUN | AyiBogan064: kelleye ödül koyma komutu neydi -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-23 22:36:23] OYUN | SmallTree615593: nasıl markete teklif koyulur -> Sipariş panosuna teklif koymak için /order komutunu kullanabilirsin. İstediğin eşyayı ve fiyatı belirterek talep açtığında paran bloke edilir ve biri eşyayı getirince ödeme yapılır. Detaylı bilgi için menüyü inceleyebilirsin.
[2026-09-24 14:08:06] OYUN | straykidd: en iyi base nereye yapılır -> Base'ini kurarken en önemli kural spawn'dan olabildiğince uzağa gitmektir. /rtporman komutuyla rastgele vahşi doğaya ışınlanıp spawn bölgesinden uzaklaşmalısın. Sunucumuzda arazi koruma sistemi olmadığı için üssünü yer altına kurmak, girişini gizlemek ve meşale bırakmamak en güvenli yoludur. Koordinatlarını da kimseyle paylaşmaman gerekir.
[2026-09-24 15:12:00] OYUN | KaChow95: parayla napılır -> Sunucuda paranı /market mağazasından alışveriş yaparak, /ah üzerinden diğer oyuncuların eşyalarını alarak veya /order ile sipariş vererek harcayabilirsin. Ayrıca Jackpot oynayabilir, takım kurabilir (100.000 TL) ya da pazaryerinden dükkân kiralayabilirsin.
[2026-09-24 15:21:50] OYUN | KaChow95: event kasası anahtarı -> Event kasası anahtarı hakkında elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-24 16:43:13] OYUN | SmallTree615593: markete nasıl teklif koyulur ve -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-24 16:44:33] OYUN | BLACKMONSTERR: günlük ödül siteede yok -> Günlük ödül site üzerinden değil, Discord hesabını oyun hesabınla eşlediğinde verilir. /hesapesle komutunu kullanarak hesabını eşleyebilir ve her gün ödülünü alabilirsin.
[2026-09-24 17:02:00] OYUN | SmallTree615593: nasıl markete teklif koyulur -> Sipariş panosuna teklif koymak için /order komutunu kullanabilirsin. İstediğin eşyayı ve fiyatı belirterek talep açtığında paran bloke edilir ve biri eşyayı getirince ödeme yapılır. Detaylı bilgi için menüyü inceleyebilirsin. [CACHE]
[2026-09-24 17:18:24] OYUN | samirsamir2323: neden\ -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. [CACHE]
[2026-09-24 20:05:15] OYUN | Hyper: trap yasakmı -> Hayır, trap kurmak ve pusu atmak serbesttir. LivaMC'de vahşi doğada tuzak kurmak kural ihlali değildir, sunucu bu şekilde kurgulanmıştır. [CACHE]
[2026-09-24 20:10:21] OYUN | esmamisim: hile açarsam. Ve xray kullanırsam ne olur -> Hile ve X-Ray kullanmak kalıcı yasaklama sebebidir. Sunucumuzda hilelere karşı asla tolerans gösterilmez.
[2026-09-24 20:19:31] OYUN | AyiBogan064: paketlemmiş buz kaçtan gider -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-24 20:31:54] OYUN | maceswap: takımdan başka bir oyuncuyu nasıl atıyoruz -> Takımdan üye atmak için /team kick <oyuncu> komutunu kullanabilirsin. Bu işlem için takımda lider veya yardımcı olman gerekir.
[2026-09-24 20:42:21] OYUN | M_SPOWER2204: kristal nasi gönderilir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-24 20:44:19] OYUN | maceswap: kristal nasıl gönderilir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-24 20:49:29] OYUN | RivalWheel8582: discord ne -> Discord sunucumuza discord.gg/livamc adresinden katılabilirsin. Oyunda /discord yazarak da linke ulaşabilirsin. Hesap eşleme ödülleri, sesli sohbet ve destek talepleri için oradayız!
[2026-09-24 20:55:16] OYUN | AyiBogan064: nasıl birine fisildariz -> Birine fısıldamak, yani özel mesaj göndermek için /msg oyuncuadi mesaj komutunu kullanabilirsin. Son gelen mesaja hızlıca cevap vermek için ise /r mesaj komutunu yazabilirsin.
[2026-09-24 21:00:08] OYUN | maceswap: tpa nasıl iptal edilir -> Tpa isteğini iptal etmek için ayrı bir komut yoktur, zaten kendiliğinden süresi geçer. Eğer gelen bir isteği reddetmek istiyorsan /tpdeny komutunu kullanabilirsin.
[2026-09-24 21:58:24] OYUN | NFMB: her sezon yenilendiğinde para sıfırlanıyormu -> Hayır, sezon bittiğinde paran sıfırlanmaz. Üssün, eşyaların, paran ve rütben olduğu gibi kalır, sadece sıralamalar sıfırlanır.
[2026-09-24 22:04:48] OYUN | dai: naber oe -> Selam! Ben LivaMC Helper. Sana LivaMC sunucusuyla ilgili nasıl yardımcı olabilirim?
[2026-09-24 22:04:48] OYUN | dai: naber oe -> Selam! Ben LivaMC Helper. Sana LivaMC sunucusuyla ilgili nasıl yardımcı olabilirim? [CACHE]
[2026-09-24 22:10:03] OYUN | vah: kit varmı -> Evet, /kit komutu ile rütbene uygun kitleri görüntülerebilir ve alabilirsin. Her rütbenin kendine özel kiti bulunur.
[2026-09-24 23:13:43] OYUN | samirsamir2323: burda isna yolendiryol banla -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-24 23:38:47] OYUN | AlienGamer3939: nasıl item satılır -> Eşyalarını satmak için açık artırmada /ah sell (fiyat) komutunu kullanabilir veya /market yazarak sunucu mağazasını kullanabilirsin. Ayrıca siteden kiralayacağın dükkânla pazaryerinde 7/24 satış yapabilirsin.
[2026-09-24 23:39:09] OYUN | AlienGamer3939: insanlara nasıl eşya satarım -> LivaMC'de diğer oyunculara eşya satmak için açık artırma sistemi olan /ah komutunu kullanabilirsin. Elindeki eşyayı satmak için /ah sell fiyat yazarak ilana koyabilirsin. Ayrıca spawn'daki pazaryerinden dükkân kiralayabilir ya da sipariş panosu olan /order üzerinden talepleri karşılayabilirsin.
[2026-09-25 08:26:36] OYUN | SmallTree615593: vote komudunu kullanıyorum nie anahtar gelmedi -> Oy verdikten sonra anahtarın gelmediyse, kullandığın sitede oy işlemini tamamen tamamlayıp oyundaki kullanıcı adını doğru yazdığından emin olmalısın. Bazen sunucu ile oy siteleri arasındaki bağlantı nedeniyle anahtarın teslim edilmesi birkaç dakika sürebilir. Oyunu yeniden başlatmayı deneyebilir veya sorun devam ederse Discord sunucumuzdan destek talebi açabilirsin.
[2026-09-25 10:28:27] OYUN | krall: bu yerdeki yeşil şey ne -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-25 11:23:37] OYUN | burakzzi: seviye nedir -> Seviye, 1'den 100'e kadar çıkan ana ilerleme sistemindir ve isminin yanında renklendirilmiş rakamla görünür. Madencilik yaparak, mob avlayarak, oyuncu öldürerek, günlük görevleri tamamlayarak ve saatlik yarışları kazanarak puan kazanırsın. Her 10 seviyede bir ekstra kalp kazanırsın ve gece hazineden alacağın maaş payı seviyene göre büyür. Çıktığın her 10'luk dilim kalıcı olarak kilitlenir; yani ne kadar ölürsen öl veya ara verirsen ver o seviyenin altına inmezsin.
[2026-09-25 12:36:05] OYUN | BLACKMONSTERR: kristal nasıl alıyoz -> Kristal normal para ile satın alınamaz. Kristal kazanmak için /ewarp afk komutuyla AFK alanına gitmen ve orada beklemen yeterlidir, her dakika hesabına kristal eklenir. Rütben yükseldikçe dakikada kazandığın kristal miktarı da artar.
[2026-09-25 12:52:42] OYUN | Hamsi6363: para nasil kazanılır? -> Sunucumuzda para kazanmanın birkaç farklı yolu vardır. Günlük görevler için /gunlukgorev komutunu kullanabilir veya sipariş panosu için /order yazarak diğer oyuncuların taleplerini karşılayabilirsin, bunlar yeni başlayanlar için en hızlı ve sermaye istemeyen yollardır. Ayrıca /ah ile açık artırmada eşya satabilir, /market ile sunucu mağazasına satış yapabilir, kademeli satış ile çarpanını yükseltebilir, saatlik yarışları kazanabilir veya her gece 00:00'da seviyene göre yatan gece maaşını alabilirsin.
